Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-10-14","Colorado","2.40870090","428075409.89","500000000.00","78267897.89","0.00","0.00","2","2021","1","2020","4","10","14"
"2020-10-14","New York","2.40870090","8185309115.54","1700000000.00","224306895.70","0.00","0.00","15","2021","1","2020","4","10","14"
"2020-10-14","Virginia","2.40870090","22669746.00","360000000.00","22669746.00","0.00","0.00","19","2021","1","2020","4","10","14"
"2020-10-14","Delaware","2.40870090","23706150.38","34000000.00","10521739.23","0.00","0.00","4","2021","1","2020","4","10","14"
"2020-10-14","New Mexico","2.40870090","99700287.27","125000000.00","31977706.44","0.00","0.00","14","2021","1","2020","4","10","14"
"2020-10-14","Texas","2.40870090","4874255717.70","1200000000.00","201333572.29","0.00","0.00","18","2021","1","2020","4","10","14"
"2020-10-14","Georgia","2.40870090","522299978.42","430000000.00","100000000.00","0.00","0.00","5","2021","1","2020","4","10","14"
"2020-10-14","Kentucky","2.40870090","438782419.54","350000000.00","39550621.00","0.00","0.00","9","2021","1","2020","4","10","14"
"2020-10-14","Indiana","2.40870090","55164260.30","120000000.00","46344003.31","0.00","0.00","8","2021","1","2020","4","10","14"
"2020-10-14","Ohio","2.40870090","1074465876.72","700000000.00","80104000.00","0.00","0.00","16","2021","1","2020","4","10","14"
"2020-10-14","Massachusetts","2.40870090","1798508664.64","696000000.00","137546425.05","0.00","0.00","11","2021","1","2020","4","10","14"
"2020-10-14","Connecticut","2.40870090","369882457.91","150000000.00","27452556.36","0.00","0.00","3","2021","1","2020","4","10","14"
"2020-10-14","New Jersey","2.40870090","486959044.78","600000000.00","188760000.00","0.00","0.00","13","2021","1","2020","4","10","14"
"2020-10-14","Minnesota","2.40870090","670618467.62","300000000.00","88251870.60","0.00","0.00","12","2021","1","2020","4","10","14"
"2020-10-14","Pennsylvania","2.40870090","447296365.55","1000000000.00","147554711.17","0.00","0.00","17","2021","1","2020","4","10","14"
"2020-10-14","Virgin Islands","2.40870090","72548456.52","9000000.00","3162197.00","0.00","0.00","20","2021","1","2020","4","10","14"
"2020-10-14","Illinois","2.40870090","2408231875.95","846000000.00","226597923.59","0.00","0.00","7","2021","1","2020","4","10","14"
"2020-10-13","New Mexico","2.40870090","88498314.51","125000000.00","20775733.68","0.00","0.00","14","2021","1","2020","4","10","13"
"2020-10-13","New York","2.40870090","8173097855.91","1700000000.00","212095636.07","0.00","0.00","15","2021","1","2020","4","10","13"
"2020-10-13","Delaware","2.40870090","23706150.38","34000000.00","10521739.23","0.00","0.00","4","2021","1","2020","4","10","13"
"2020-10-13","Minnesota","2.40870090","653743597.02","300000000.00","69627000.00","0.00","0.00","12","2021","1","2020","4","10","13"
"2020-10-13","West Virginia","2.40870090","100801962.52","125000000.00","11063018.16","0.00","0.00","21","2021","1","2020","4","10","13"
"2020-10-13","California","2.40870090","14035581278.94","3500000000.00","1040000000.00","0.00","0.00","1","2021","1","2020","4","10","13"
"2020-10-13","Colorado","2.40870090","424745794.32","500000000.00","74938282.32","0.00","0.00","2","2021","1","2020","4","10","13"
"2020-10-13","Ohio","2.40870090","1065725876.72","700000000.00","71364000.00","0.00","0.00","16","2021","1","2020","4","10","13"
"2020-10-13","Texas","2.40870090","4874255717.70","1200000000.00","181135437.29","0.00","0.00","18","2021","1","2020","4","10","13"
"2020-10-13","Georgia","2.40870090","519799978.42","430000000.00","97500000.00","0.00","0.00","5","2021","1","2020","4","10","13"
"2020-10-13","Virginia","2.40870090","22669746.00","360000000.00","22669746.00","0.00","0.00","19","2021","1","2020","4","10","13"
"2020-10-13","Pennsylvania","2.40870090","436544865.32","1000000000.00","136803210.94","0.00","0.00","17","2021","1","2020","4","10","13"
"2020-10-13","Illinois","2.40870090","2343878274.56","846000000.00","162244322.20","0.00","0.00","7","2021","1","2020","4","10","13"
"2020-10-13","Connecticut","2.40870090","353245412.70","150000000.00","10815511.15","0.00","0.00","3","2021","1","2020","4","10","13"
"2020-10-13","Kentucky","2.40870090","427420863.54","350000000.00","28189065.00","0.00","0.00","9","2021","1","2020","4","10","13"
"2020-10-13","Indiana","2.40870090","53218686.30","120000000.00","43190368.69","0.00","0.00","8","2021","1","2020","4","10","13"
"2020-10-13","Massachusetts","2.40870090","1795340969.61","696000000.00","134378730.02","0.00","0.00","11","2021","1","2020","4","10","13"
"2020-10-13","New Jersey","2.40870090","474451171.55","600000000.00","174326000.00","0.00","0.00","13","2021","1","2020","4","10","13"
"2020-10-13","Virgin Islands","2.40870090","72548456.52","6000000.00","3162197.00","0.00","0.00","20","2021","1","2020","4","10","13"
"2020-10-13","Hawaii","2.40870090","595615185.81","435000000.00","57080243.57","0.00","0.00","6","2021","1","2020","4","10","13"
"2020-10-13","Louisana","2.40870090","10437703.90","200000000.00","10437703.90","0.00","0.00","10","2021","1","2020","4","10","13"
"2020-10-09","Louisana","2.40870090","10437703.90","200000000.00","10437703.90","0.00","0.00","10","2021","1","2020","4","10","09"
"2020-10-09","Massachusetts","2.40870090","1742439850.15","696000000.00","81477610.56","0.00","0.00","11","2021","1","2020","4","10","09"
"2020-10-09","Colorado","2.40870090","392846808.34","500000000.00","43039296.34","0.00","0.00","2","2021","1","2020","4","10","09"
"2020-10-09","Illinois","2.40870090","2339385502.62","846000000.00","157751550.26","0.00","0.00","7","2021","1","2020","4","10","09"
"2020-10-09","West Virginia","2.40870090","96572641.02","125000000.00","6833696.66","0.00","0.00","21","2021","1","2020","4","10","09"
"2020-10-09","New Mexico","2.40870090","85597288.58","125000000.00","17874707.75","0.00","0.00","14","2021","1","2020","4","10","09"
"2020-10-09","California","2.40870090","13751622581.75","3500000000.00","740000000.00","0.00","0.00","1","2021","1","2020","4","10","09"
"2020-10-09","Minnesota","2.40870090","643694973.15","300000000.00","58027000.00","0.00","0.00","12","2021","1","2020","4","10","09"
"2020-10-09","Kentucky","2.40870090","424947854.54","350000000.00","25716056.00","0.00","0.00","9","2021","1","2020","4","10","09"
"2020-10-09","Connecticut","2.40870090","353245412.70","150000000.00","10815511.15","0.00","0.00","3","2021","1","2020","4","10","09"
"2020-10-09","Indiana","2.40870090","38295559.32","120000000.00","27597985.03","0.00","0.00","8","2021","1","2020","4","10","09"
"2020-10-09","Virgin Islands","2.40870090","72548456.52","6000000.00","3162197.00","0.00","0.00","20","2021","1","2020","4","10","09"
"2020-10-09","Texas","2.40870090","4885759042.65","1200000000.00","181135437.29","0.00","0.00","18","2021","1","2020","4","10","09"
"2020-10-09","New York","2.40870090","8155562484.02","1700000000.00","194560264.18","0.00","0.00","15","2021","1","2020","4","10","09"
"2020-10-09","Delaware","2.40870090","19111150.38","34000000.00","5926739.23","0.00","0.00","4","2021","1","2020","4","10","09"
"2020-10-09","Hawaii","2.40870090","575421938.95","435000000.00","36886996.71","0.00","0.00","6","2021","1","2020","4","10","09"
"2020-10-09","Pennsylvania","2.40870090","386172258.15","1000000000.00","86430603.77","0.00","0.00","17","2021","1","2020","4","10","09"
"2020-10-09","Ohio","2.40870090","1043124876.72","700000000.00","48763000.00","0.00","0.00","16","2021","1","2020","4","10","09"
"2020-10-09","Georgia","2.40870090","516799978.42","430000000.00","94500000.00","0.00","0.00","5","2021","1","2020","4","10","09"
"2020-10-09","New Jersey","2.40870090","430753944.41","600000000.00","127831000.00","0.00","0.00","13","2021","1","2020","4","10","09"
"2020-10-09","Virginia","2.40870090","21649503.00","360000000.00","21649503.00","0.00","0.00","19","2021","1","2020","4","10","09"
"2020-10-08","Texas","2.40870090","4887302368.33","1200000000.00","181135437.29","0.00","0.00","18","2021","1","2020","4","10","08"
"2020-10-08","New Jersey","2.40870090","416033689.38","600000000.00","112635000.00","0.00","0.00","13","2021","1","2020","4","10","08"
"2020-10-08","Delaware","2.40870090","19111150.38","34000000.00","5926739.23","0.00","0.00","4","2021","1","2020","4","10","08"
"2020-10-08","New Mexico","2.40870090","84985618.71","125000000.00","17263037.88","0.00","0.00","14","2021","1","2020","4","10","08"
"2020-10-08","Illinois","2.40870090","2326009856.92","846000000.00","144375904.56","0.00","0.00","7","2021","1","2020","4","10","08"
"2020-10-08","Virgin Islands","2.40870090","72548456.52","6000000.00","3162197.00","0.00","0.00","20","2021","1","2020","4","10","08"
"2020-10-08","Georgia","2.40870090","507799978.42","430000000.00","85500000.00","0.00","0.00","5","2021","1","2020","4","10","08"
"2020-10-08","Kentucky","2.40870090","423783480.54","350000000.00","24551682.00","0.00","0.00","9","2021","1","2020","4","10","08"
"2020-10-08","Ohio","2.40870090","1041417876.72","700000000.00","47056000.00","0.00","0.00","16","2021","1","2020","4","10","08"
"2020-10-08","New York","2.40870090","8149456498.99","1700000000.00","188379603.59","0.00","0.00","15","2021","1","2020","4","10","08"
"2020-10-08","Connecticut","2.40870090","353245412.70","150000000.00","10815511.15","0.00","0.00","3","2021","1","2020","4","10","08"
"2020-10-08","Minnesota","2.40870090","640825010.33","300000000.00","53177000.00","0.00","0.00","12","2021","1","2020","4","10","08"
"2020-10-08","Colorado","2.40870090","390507260.09","500000000.00","40699748.09","0.00","0.00","2","2021","1","2020","4","10","08"
"2020-10-08","West Virginia","2.40870090","96229468.91","125000000.00","6490524.55","0.00","0.00","21","2021","1","2020","4","10","08"
"2020-10-08","Pennsylvania","2.40870090","382934582.24","1000000000.00","83192927.86","0.00","0.00","17","2021","1","2020","4","10","08"
"2020-10-08","Massachusetts","2.40870090","1740460629.71","696000000.00","79498390.12","0.00","0.00","11","2021","1","2020","4","10","08"
"2020-10-08","California","2.40870090","13758948779.43","3500000000.00","740000000.00","0.00","0.00","1","2021","1","2020","4","10","08"
"2020-10-08","Hawaii","2.40870090","572525550.10","435000000.00","33990607.86","0.00","0.00","6","2021","1","2020","4","10","08"
"2020-10-08","Indiana","2.40870090","37903651.83","120000000.00","25777345.99","0.00","0.00","8","2021","1","2020","4","10","08"
"2020-10-08","Virginia","2.40870090","21075868.00","360000000.00","21075868.00","0.00","0.00","19","2021","1","2020","4","10","08"
"2020-10-08","Louisana","2.40870090","9249926.63","200000000.00","9249926.63","0.00","0.00","10","2021","1","2020","4","10","08"
"2020-10-07","Delaware","2.40870090","19111150.38","34000000.00","5926739.23","0.00","0.00","4","2021","1","2020","4","10","07"
"2020-10-07","Texas","2.40870090","4845512072.80","900000000.00","139345141.76","0.00","0.00","18","2021","1","2020","4","10","07"
"2020-10-07","Illinois","2.40870090","2305759847.45","846000000.00","124125895.09","0.00","0.00","7","2021","1","2020","4","10","07"
"2020-10-07","Virgin Islands","2.40870090","72548456.52","6000000.00","3162197.00","0.00","0.00","20","2021","1","2020","4","10","07"
"2020-10-07","Minnesota","2.40870090","635275010.33","300000000.00","46727000.00","0.00","0.00","12","2021","1","2020","4","10","07"
"2020-10-07","California","2.40870090","13741328509.22","3500000000.00","720000000.00","0.00","0.00","1","2021","1","2020","4","10","07"
"2020-10-07","Colorado","2.40870090","385746449.43","500000000.00","35938937.43","0.00","0.00","2","2021","1","2020","4","10","07"
"2020-10-07","Ohio","2.40870090","1040945876.72","700000000.00","46584000.00","0.00","0.00","16","2021","1","2020","4","10","07"
"2020-10-07","Indiana","2.40870090","35749874.81","120000000.00","23188501.67","0.00","0.00","8","2021","1","2020","4","10","07"
"2020-10-07","New York","2.40870090","8132635809.51","1700000000.00","171341469.07","0.00","0.00","15","2021","1","2020","4","10","07"
"2020-10-07","West Virginia","2.40870090","96229468.91","125000000.00","6490524.55","0.00","0.00","21","2021","1","2020","4","10","07"
"2020-10-07","New Jersey","2.40870090","401136732.12","600000000.00","95823000.00","0.00","0.00","13","2021","1","2020","4","10","07"
"2020-10-07","Pennsylvania","2.40870090","381615422.63","1000000000.00","81873768.25","0.00","0.00","17","2021","1","2020","4","10","07"
"2020-10-07","Kentucky","2.40870090","421792709.54","350000000.00","22560911.00","0.00","0.00","9","2021","1","2020","4","10","07"
"2020-10-07","Georgia","2.40870090","498799978.42","430000000.00","76500000.00","0.00","0.00","5","2021","1","2020","4","10","07"
"2020-10-07","Connecticut","2.40870090","351945412.70","150000000.00","9515511.15","0.00","0.00","3","2021","1","2020","4","10","07"
"2020-10-07","Virginia","2.40870090","17774956.00","360000000.00","17774956.00","0.00","0.00","19","2021","1","2020","4","10","07"
"2020-10-07","Louisana","2.40870090","4958269.64","200000000.00","4958269.64","0.00","0.00","10","2021","1","2020","4","10","07"
"2020-10-07","Massachusetts","2.40870090","1736873092.97","696000000.00","75910853.38","0.00","0.00","11","2021","1","2020","4","10","07"
"2020-10-07","Hawaii","2.40870090","563767223.40","435000000.00","25232281.16","0.00","0.00","6","2021","1","2020","4","10","07"
"2020-10-07","New Mexico","2.40870090","83908994.82","125000000.00","16186413.99","0.00","0.00","14","2021","1","2020","4","10","07"
"2020-10-06","New Mexico","2.40870090","81120007.87","125000000.00","13397427.04","0.00","0.00","14","2021","1","2020","4","10","06"
"2020-10-06","Connecticut","2.40870090","349520155.20","150000000.00","7090253.65","0.00","0.00","3","2021","1","2020","4","10","06"
"2020-10-06","Indiana","2.40870090","31563908.76","120000000.00","18344051.39","0.00","0.00","8","2021","1","2020","4","10","06"
"2020-10-06","Delaware","2.40870090","19111150.38","34000000.00","5926739.23","0.00","0.00","4","2021","1","2020","4","10","06"
"2020-10-06","New Jersey","2.40870090","385464662.29","600000000.00","79015000.00","0.00","0.00","13","2021","1","2020","4","10","06"
"2020-10-06","Minnesota","2.40870090","623479010.33","300000000.00","34506000.00","0.00","0.00","12","2021","1","2020","4","10","06"
"2020-10-06","Virgin Islands","2.40870090","72548456.52","6000000.00","3162197.00","0.00","0.00","20","2021","1","2020","4","10","06"
"2020-10-06","Ohio","2.40870090","1036745876.72","700000000.00","42384000.00","0.00","0.00","16","2021","1","2020","4","10","06"
"2020-10-06","New York","2.40870090","8118765321.83","1700000000.00","157470981.39","0.00","0.00","15","2021","1","2020","4","10","06"
"2020-10-06","Texas","2.40870090","4803967136.22","900000000.00","97800205.18","0.00","0.00","18","2021","1","2020","4","10","06"
"2020-10-06","Louisana","2.40870090","0.00","200000000.00","0.00","0.00","0.00","10","2021","1","2020","4","10","06"
"2020-10-06","West Virginia","2.40870090","95620128.43","125000000.00","5881184.07","0.00","0.00","21","2021","1","2020","4","10","06"
"2020-10-06","Kentucky","2.40870090","419843249.54","350000000.00","20611451.00","0.00","0.00","9","2021","1","2020","4","10","06"
"2020-10-06","Massachusetts","2.40870090","1736728306.56","696000000.00","75766066.97","0.00","0.00","11","2021","1","2020","4","10","06"
"2020-10-06","Georgia","2.40870090","450799978.42","430000000.00","28500000.00","0.00","0.00","5","2021","1","2020","4","10","06"
"2020-10-06","Hawaii","2.40870090","557416097.81","435000000.00","18881155.57","0.00","0.00","6","2021","1","2020","4","10","06"
"2020-10-06","Illinois","2.40870090","2270695069.03","846000000.00","89061116.67","0.00","0.00","7","2021","1","2020","4","10","06"
"2020-10-06","Pennsylvania","2.40870090","374116574.89","1000000000.00","74374920.51","0.00","0.00","17","2021","1","2020","4","10","06"
"2020-10-06","Virginia","2.40870090","0.00","360000000.00","0.00","0.00","0.00","19","2021","1","2020","4","10","06"
